filename,path,source,city,grid,split,data_type,terrain
DC_37_45_RGB.h5,data\GAMUS\images\train\DC_37_45_RGB.h5,GAMUS,DC,37_45,train,images,government_urban
DC_37_46_RGB.h5,data\GAMUS\images\train\DC_37_46_RGB.h5,GAMUS,DC,37_46,train,images,government_urban
DC_37_47_RGB.h5,data\GAMUS\images\train\DC_37_47_RGB.h5,GAMUS,DC,37_47,train,images,government_urban
DC_37_48_RGB.h5,data\GAMUS\images\train\DC_37_48_RGB.h5,GAMUS,DC,37_48,train,images,government_urban
DC_37_49_RGB.h5,data\GAMUS\images\train\DC_37_49_RGB.h5,GAMUS,DC,37_49,train,images,government_urban
DC_37_50_RGB.h5,data\GAMUS\images\train\DC_37_50_RGB.h5,GAMUS,DC,37_50,train,images,government_urban
DC_37_51_RGB.h5,data\GAMUS\images\train\DC_37_51_RGB.h5,GAMUS,DC,37_51,train,images,government_urban
DC_37_60_RGB.h5,data\GAMUS\images\train\DC_37_60_RGB.h5,GAMUS,DC,37_60,train,images,government_urban
DC_37_61_RGB.h5,data\GAMUS\images\train\DC_37_61_RGB.h5,GAMUS,DC,37_61,train,images,government_urban
DC_38_13_RGB.h5,data\GAMUS\images\train\DC_38_13_RGB.h5,GAMUS,DC,38_13,train,images,government_urban
DC_38_14_RGB.h5,data\GAMUS\images\train\DC_38_14_RGB.h5,GAMUS,DC,38_14,train,images,government_urban
DC_38_15_RGB.h5,data\GAMUS\images\train\DC_38_15_RGB.h5,GAMUS,DC,38_15,train,images,government_urban
DC_38_18_RGB.h5,data\GAMUS\images\train\DC_38_18_RGB.h5,GAMUS,DC,38_18,train,images,government_urban
DC_38_19_RGB.h5,data\GAMUS\images\train\DC_38_19_RGB.h5,GAMUS,DC,38_19,train,images,government_urban
DC_38_21_RGB.h5,data\GAMUS\images\train\DC_38_21_RGB.h5,GAMUS,DC,38_21,train,images,government_urban
DC_38_22_RGB.h5,data\GAMUS\images\train\DC_38_22_RGB.h5,GAMUS,DC,38_22,train,images,government_urban
DC_38_23_RGB.h5,data\GAMUS\images\train\DC_38_23_RGB.h5,GAMUS,DC,38_23,train,images,government_urban
DC_38_24_RGB.h5,data\GAMUS\images\train\DC_38_24_RGB.h5,GAMUS,DC,38_24,train,images,government_urban
DC_38_26_RGB.h5,data\GAMUS\images\train\DC_38_26_RGB.h5,GAMUS,DC,38_26,train,images,government_urban
DC_38_28_RGB.h5,data\GAMUS\images\train\DC_38_28_RGB.h5,GAMUS,DC,38_28,train,images,government_urban
DC_38_30_RGB.h5,data\GAMUS\images\train\DC_38_30_RGB.h5,GAMUS,DC,38_30,train,images,government_urban
DC_38_31_RGB.h5,data\GAMUS\images\train\DC_38_31_RGB.h5,GAMUS,DC,38_31,train,images,government_urban
DC_38_33_RGB.h5,data\GAMUS\images\train\DC_38_33_RGB.h5,GAMUS,DC,38_33,train,images,government_urban
DC_38_34_RGB.h5,data\GAMUS\images\train\DC_38_34_RGB.h5,GAMUS,DC,38_34,train,images,government_urban
DC_38_36_RGB.h5,data\GAMUS\images\train\DC_38_36_RGB.h5,GAMUS,DC,38_36,train,images,government_urban
DC_38_37_RGB.h5,data\GAMUS\images\train\DC_38_37_RGB.h5,GAMUS,DC,38_37,train,images,government_urban
DC_38_38_RGB.h5,data\GAMUS\images\train\DC_38_38_RGB.h5,GAMUS,DC,38_38,train,images,government_urban
DC_38_39_RGB.h5,data\GAMUS\images\train\DC_38_39_RGB.h5,GAMUS,DC,38_39,train,images,government_urban
DC_38_40_RGB.h5,data\GAMUS\images\train\DC_38_40_RGB.h5,GAMUS,DC,38_40,train,images,government_urban
DC_38_41_RGB.h5,data\GAMUS\images\train\DC_38_41_RGB.h5,GAMUS,DC,38_41,train,images,government_urban
DC_38_42_RGB.h5,data\GAMUS\images\train\DC_38_42_RGB.h5,GAMUS,DC,38_42,train,images,government_urban
DC_38_43_RGB.h5,data\GAMUS\images\train\DC_38_43_RGB.h5,GAMUS,DC,38_43,train,images,government_urban
DC_38_46_RGB.h5,data\GAMUS\images\train\DC_38_46_RGB.h5,GAMUS,DC,38_46,train,images,government_urban
DC_38_47_RGB.h5,data\GAMUS\images\train\DC_38_47_RGB.h5,GAMUS,DC,38_47,train,images,government_urban
DC_38_48_RGB.h5,data\GAMUS\images\train\DC_38_48_RGB.h5,GAMUS,DC,38_48,train,images,government_urban
DC_38_50_RGB.h5,data\GAMUS\images\train\DC_38_50_RGB.h5,GAMUS,DC,38_50,train,images,government_urban
DC_38_55_RGB.h5,data\GAMUS\images\train\DC_38_55_RGB.h5,GAMUS,DC,38_55,train,images,government_urban
DC_38_56_RGB.h5,data\GAMUS\images\train\DC_38_56_RGB.h5,GAMUS,DC,38_56,train,images,government_urban
DC_38_57_RGB.h5,data\GAMUS\images\train\DC_38_57_RGB.h5,GAMUS,DC,38_57,train,images,government_urban
DC_38_60_RGB.h5,data\GAMUS\images\train\DC_38_60_RGB.h5,GAMUS,DC,38_60,train,images,government_urban
DC_38_61_RGB.h5,data\GAMUS\images\train\DC_38_61_RGB.h5,GAMUS,DC,38_61,train,images,government_urban
DC_39_16_RGB.h5,data\GAMUS\images\train\DC_39_16_RGB.h5,GAMUS,DC,39_16,train,images,government_urban
DC_39_19_RGB.h5,data\GAMUS\images\train\DC_39_19_RGB.h5,GAMUS,DC,39_19,train,images,government_urban
DC_39_20_RGB.h5,data\GAMUS\images\train\DC_39_20_RGB.h5,GAMUS,DC,39_20,train,images,government_urban
DC_39_23_RGB.h5,data\GAMUS\images\train\DC_39_23_RGB.h5,GAMUS,DC,39_23,train,images,government_urban
DC_39_26_RGB.h5,data\GAMUS\images\train\DC_39_26_RGB.h5,GAMUS,DC,39_26,train,images,government_urban
DC_39_27_RGB.h5,data\GAMUS\images\train\DC_39_27_RGB.h5,GAMUS,DC,39_27,train,images,government_urban
DC_39_28_RGB.h5,data\GAMUS\images\train\DC_39_28_RGB.h5,GAMUS,DC,39_28,train,images,government_urban
DC_39_30_RGB.h5,data\GAMUS\images\train\DC_39_30_RGB.h5,GAMUS,DC,39_30,train,images,government_urban
DC_39_33_RGB.h5,data\GAMUS\images\train\DC_39_33_RGB.h5,GAMUS,DC,39_33,train,images,government_urban
DC_39_35_RGB.h5,data\GAMUS\images\train\DC_39_35_RGB.h5,GAMUS,DC,39_35,train,images,government_urban
DC_39_38_RGB.h5,data\GAMUS\images\train\DC_39_38_RGB.h5,GAMUS,DC,39_38,train,images,government_urban
DC_39_39_RGB.h5,data\GAMUS\images\train\DC_39_39_RGB.h5,GAMUS,DC,39_39,train,images,government_urban
DC_39_41_RGB.h5,data\GAMUS\images\train\DC_39_41_RGB.h5,GAMUS,DC,39_41,train,images,government_urban
DC_39_42_RGB.h5,data\GAMUS\images\train\DC_39_42_RGB.h5,GAMUS,DC,39_42,train,images,government_urban
DC_39_43_RGB.h5,data\GAMUS\images\train\DC_39_43_RGB.h5,GAMUS,DC,39_43,train,images,government_urban
DC_39_44_RGB.h5,data\GAMUS\images\train\DC_39_44_RGB.h5,GAMUS,DC,39_44,train,images,government_urban
DC_39_54_RGB.h5,data\GAMUS\images\train\DC_39_54_RGB.h5,GAMUS,DC,39_54,train,images,government_urban
DC_39_55_RGB.h5,data\GAMUS\images\train\DC_39_55_RGB.h5,GAMUS,DC,39_55,train,images,government_urban
DC_39_57_RGB.h5,data\GAMUS\images\train\DC_39_57_RGB.h5,GAMUS,DC,39_57,train,images,government_urban
DC_39_58_RGB.h5,data\GAMUS\images\train\DC_39_58_RGB.h5,GAMUS,DC,39_58,train,images,government_urban
DC_39_60_RGB.h5,data\GAMUS\images\train\DC_39_60_RGB.h5,GAMUS,DC,39_60,train,images,government_urban
DC_39_61_RGB.h5,data\GAMUS\images\train\DC_39_61_RGB.h5,GAMUS,DC,39_61,train,images,government_urban
DC_39_62_RGB.h5,data\GAMUS\images\train\DC_39_62_RGB.h5,GAMUS,DC,39_62,train,images,government_urban
DC_39_63_RGB.h5,data\GAMUS\images\train\DC_39_63_RGB.h5,GAMUS,DC,39_63,train,images,government_urban
DC_39_64_RGB.h5,data\GAMUS\images\train\DC_39_64_RGB.h5,GAMUS,DC,39_64,train,images,government_urban
DC_40_19_RGB.h5,data\GAMUS\images\train\DC_40_19_RGB.h5,GAMUS,DC,40_19,train,images,government_urban
DC_40_20_RGB.h5,data\GAMUS\images\train\DC_40_20_RGB.h5,GAMUS,DC,40_20,train,images,government_urban
DC_40_22_RGB.h5,data\GAMUS\images\train\DC_40_22_RGB.h5,GAMUS,DC,40_22,train,images,government_urban
DC_40_23_RGB.h5,data\GAMUS\images\train\DC_40_23_RGB.h5,GAMUS,DC,40_23,train,images,government_urban
DC_40_25_RGB.h5,data\GAMUS\images\train\DC_40_25_RGB.h5,GAMUS,DC,40_25,train,images,government_urban
DC_40_26_RGB.h5,data\GAMUS\images\train\DC_40_26_RGB.h5,GAMUS,DC,40_26,train,images,government_urban
DC_40_27_RGB.h5,data\GAMUS\images\train\DC_40_27_RGB.h5,GAMUS,DC,40_27,train,images,government_urban
DC_40_28_RGB.h5,data\GAMUS\images\train\DC_40_28_RGB.h5,GAMUS,DC,40_28,train,images,government_urban
DC_40_31_RGB.h5,data\GAMUS\images\train\DC_40_31_RGB.h5,GAMUS,DC,40_31,train,images,government_urban
DC_40_32_RGB.h5,data\GAMUS\images\train\DC_40_32_RGB.h5,GAMUS,DC,40_32,train,images,government_urban
DC_40_33_RGB.h5,data\GAMUS\images\train\DC_40_33_RGB.h5,GAMUS,DC,40_33,train,images,government_urban
DC_40_37_RGB.h5,data\GAMUS\images\train\DC_40_37_RGB.h5,GAMUS,DC,40_37,train,images,government_urban
DC_40_38_RGB.h5,data\GAMUS\images\train\DC_40_38_RGB.h5,GAMUS,DC,40_38,train,images,government_urban
DC_40_39_RGB.h5,data\GAMUS\images\train\DC_40_39_RGB.h5,GAMUS,DC,40_39,train,images,government_urban
DC_40_44_RGB.h5,data\GAMUS\images\train\DC_40_44_RGB.h5,GAMUS,DC,40_44,train,images,government_urban
DC_40_45_RGB.h5,data\GAMUS\images\train\DC_40_45_RGB.h5,GAMUS,DC,40_45,train,images,government_urban
DC_40_50_RGB.h5,data\GAMUS\images\train\DC_40_50_RGB.h5,GAMUS,DC,40_50,train,images,government_urban
DC_40_51_RGB.h5,data\GAMUS\images\train\DC_40_51_RGB.h5,GAMUS,DC,40_51,train,images,government_urban
DC_40_54_RGB.h5,data\GAMUS\images\train\DC_40_54_RGB.h5,GAMUS,DC,40_54,train,images,government_urban
DC_40_55_RGB.h5,data\GAMUS\images\train\DC_40_55_RGB.h5,GAMUS,DC,40_55,train,images,government_urban
DC_40_56_RGB.h5,data\GAMUS\images\train\DC_40_56_RGB.h5,GAMUS,DC,40_56,train,images,government_urban
DC_40_57_RGB.h5,data\GAMUS\images\train\DC_40_57_RGB.h5,GAMUS,DC,40_57,train,images,government_urban
DC_40_58_RGB.h5,data\GAMUS\images\train\DC_40_58_RGB.h5,GAMUS,DC,40_58,train,images,government_urban
DC_40_59_RGB.h5,data\GAMUS\images\train\DC_40_59_RGB.h5,GAMUS,DC,40_59,train,images,government_urban
DC_40_63_RGB.h5,data\GAMUS\images\train\DC_40_63_RGB.h5,GAMUS,DC,40_63,train,images,government_urban
DC_41_21_RGB.h5,data\GAMUS\images\train\DC_41_21_RGB.h5,GAMUS,DC,41_21,train,images,government_urban
DC_41_22_RGB.h5,data\GAMUS\images\train\DC_41_22_RGB.h5,GAMUS,DC,41_22,train,images,government_urban
DC_41_24_RGB.h5,data\GAMUS\images\train\DC_41_24_RGB.h5,GAMUS,DC,41_24,train,images,government_urban
DC_41_25_RGB.h5,data\GAMUS\images\train\DC_41_25_RGB.h5,GAMUS,DC,41_25,train,images,government_urban
DC_41_28_RGB.h5,data\GAMUS\images\train\DC_41_28_RGB.h5,GAMUS,DC,41_28,train,images,government_urban
DC_41_29_RGB.h5,data\GAMUS\images\train\DC_41_29_RGB.h5,GAMUS,DC,41_29,train,images,government_urban
DC_41_30_RGB.h5,data\GAMUS\images\train\DC_41_30_RGB.h5,GAMUS,DC,41_30,train,images,government_urban
DC_41_33_RGB.h5,data\GAMUS\images\train\DC_41_33_RGB.h5,GAMUS,DC,41_33,train,images,government_urban
DC_41_35_RGB.h5,data\GAMUS\images\train\DC_41_35_RGB.h5,GAMUS,DC,41_35,train,images,government_urban
DC_41_36_RGB.h5,data\GAMUS\images\train\DC_41_36_RGB.h5,GAMUS,DC,41_36,train,images,government_urban
DC_41_39_RGB.h5,data\GAMUS\images\train\DC_41_39_RGB.h5,GAMUS,DC,41_39,train,images,government_urban
DC_41_41_RGB.h5,data\GAMUS\images\train\DC_41_41_RGB.h5,GAMUS,DC,41_41,train,images,government_urban
DC_41_43_RGB.h5,data\GAMUS\images\train\DC_41_43_RGB.h5,GAMUS,DC,41_43,train,images,government_urban
DC_41_45_RGB.h5,data\GAMUS\images\train\DC_41_45_RGB.h5,GAMUS,DC,41_45,train,images,government_urban
DC_41_46_RGB.h5,data\GAMUS\images\train\DC_41_46_RGB.h5,GAMUS,DC,41_46,train,images,government_urban
DC_41_47_RGB.h5,data\GAMUS\images\train\DC_41_47_RGB.h5,GAMUS,DC,41_47,train,images,government_urban
DC_41_48_RGB.h5,data\GAMUS\images\train\DC_41_48_RGB.h5,GAMUS,DC,41_48,train,images,government_urban
DC_41_49_RGB.h5,data\GAMUS\images\train\DC_41_49_RGB.h5,GAMUS,DC,41_49,train,images,government_urban
DC_41_51_RGB.h5,data\GAMUS\images\train\DC_41_51_RGB.h5,GAMUS,DC,41_51,train,images,government_urban
DC_41_55_RGB.h5,data\GAMUS\images\train\DC_41_55_RGB.h5,GAMUS,DC,41_55,train,images,government_urban
DC_41_57_RGB.h5,data\GAMUS\images\train\DC_41_57_RGB.h5,GAMUS,DC,41_57,train,images,government_urban
DC_41_58_RGB.h5,data\GAMUS\images\train\DC_41_58_RGB.h5,GAMUS,DC,41_58,train,images,government_urban
DC_41_59_RGB.h5,data\GAMUS\images\train\DC_41_59_RGB.h5,GAMUS,DC,41_59,train,images,government_urban
DC_41_61_RGB.h5,data\GAMUS\images\train\DC_41_61_RGB.h5,GAMUS,DC,41_61,train,images,government_urban
DC_41_62_RGB.h5,data\GAMUS\images\train\DC_41_62_RGB.h5,GAMUS,DC,41_62,train,images,government_urban
DC_41_64_RGB.h5,data\GAMUS\images\train\DC_41_64_RGB.h5,GAMUS,DC,41_64,train,images,government_urban
DC_41_65_RGB.h5,data\GAMUS\images\train\DC_41_65_RGB.h5,GAMUS,DC,41_65,train,images,government_urban
DC_42_22_RGB.h5,data\GAMUS\images\train\DC_42_22_RGB.h5,GAMUS,DC,42_22,train,images,government_urban
DC_42_23_RGB.h5,data\GAMUS\images\train\DC_42_23_RGB.h5,GAMUS,DC,42_23,train,images,government_urban
DC_42_24_RGB.h5,data\GAMUS\images\train\DC_42_24_RGB.h5,GAMUS,DC,42_24,train,images,government_urban
DC_42_25_RGB.h5,data\GAMUS\images\train\DC_42_25_RGB.h5,GAMUS,DC,42_25,train,images,government_urban
DC_42_30_RGB.h5,data\GAMUS\images\train\DC_42_30_RGB.h5,GAMUS,DC,42_30,train,images,government_urban
DC_42_31_RGB.h5,data\GAMUS\images\train\DC_42_31_RGB.h5,GAMUS,DC,42_31,train,images,government_urban
DC_42_32_RGB.h5,data\GAMUS\images\train\DC_42_32_RGB.h5,GAMUS,DC,42_32,train,images,government_urban
DC_42_33_RGB.h5,data\GAMUS\images\train\DC_42_33_RGB.h5,GAMUS,DC,42_33,train,images,government_urban
DC_42_34_RGB.h5,data\GAMUS\images\train\DC_42_34_RGB.h5,GAMUS,DC,42_34,train,images,government_urban
DC_42_35_RGB.h5,data\GAMUS\images\train\DC_42_35_RGB.h5,GAMUS,DC,42_35,train,images,government_urban
DC_42_38_RGB.h5,data\GAMUS\images\train\DC_42_38_RGB.h5,GAMUS,DC,42_38,train,images,government_urban
DC_42_40_RGB.h5,data\GAMUS\images\train\DC_42_40_RGB.h5,GAMUS,DC,42_40,train,images,government_urban
DC_42_41_RGB.h5,data\GAMUS\images\train\DC_42_41_RGB.h5,GAMUS,DC,42_41,train,images,government_urban
DC_42_42_RGB.h5,data\GAMUS\images\train\DC_42_42_RGB.h5,GAMUS,DC,42_42,train,images,government_urban
DC_42_45_RGB.h5,data\GAMUS\images\train\DC_42_45_RGB.h5,GAMUS,DC,42_45,train,images,government_urban
DC_42_46_RGB.h5,data\GAMUS\images\train\DC_42_46_RGB.h5,GAMUS,DC,42_46,train,images,government_urban
DC_42_47_RGB.h5,data\GAMUS\images\train\DC_42_47_RGB.h5,GAMUS,DC,42_47,train,images,government_urban
DC_42_48_RGB.h5,data\GAMUS\images\train\DC_42_48_RGB.h5,GAMUS,DC,42_48,train,images,government_urban
DC_42_49_RGB.h5,data\GAMUS\images\train\DC_42_49_RGB.h5,GAMUS,DC,42_49,train,images,government_urban
DC_42_50_RGB.h5,data\GAMUS\images\train\DC_42_50_RGB.h5,GAMUS,DC,42_50,train,images,government_urban
DC_42_51_RGB.h5,data\GAMUS\images\train\DC_42_51_RGB.h5,GAMUS,DC,42_51,train,images,government_urban
DC_42_54_RGB.h5,data\GAMUS\images\train\DC_42_54_RGB.h5,GAMUS,DC,42_54,train,images,government_urban
DC_42_56_RGB.h5,data\GAMUS\images\train\DC_42_56_RGB.h5,GAMUS,DC,42_56,train,images,government_urban
DC_42_57_RGB.h5,data\GAMUS\images\train\DC_42_57_RGB.h5,GAMUS,DC,42_57,train,images,government_urban
DC_42_59_RGB.h5,data\GAMUS\images\train\DC_42_59_RGB.h5,GAMUS,DC,42_59,train,images,government_urban
DC_42_61_RGB.h5,data\GAMUS\images\train\DC_42_61_RGB.h5,GAMUS,DC,42_61,train,images,government_urban
DC_42_64_RGB.h5,data\GAMUS\images\train\DC_42_64_RGB.h5,GAMUS,DC,42_64,train,images,government_urban
DC_42_66_RGB.h5,data\GAMUS\images\train\DC_42_66_RGB.h5,GAMUS,DC,42_66,train,images,government_urban
DC_43_22_RGB.h5,data\GAMUS\images\train\DC_43_22_RGB.h5,GAMUS,DC,43_22,train,images,government_urban
DC_43_23_RGB.h5,data\GAMUS\images\train\DC_43_23_RGB.h5,GAMUS,DC,43_23,train,images,government_urban
DC_43_25_RGB.h5,data\GAMUS\images\train\DC_43_25_RGB.h5,GAMUS,DC,43_25,train,images,government_urban
DC_43_27_RGB.h5,data\GAMUS\images\train\DC_43_27_RGB.h5,GAMUS,DC,43_27,train,images,government_urban
DC_43_28_RGB.h5,data\GAMUS\images\train\DC_43_28_RGB.h5,GAMUS,DC,43_28,train,images,government_urban
DC_43_29_RGB.h5,data\GAMUS\images\train\DC_43_29_RGB.h5,GAMUS,DC,43_29,train,images,government_urban
DC_43_30_RGB.h5,data\GAMUS\images\train\DC_43_30_RGB.h5,GAMUS,DC,43_30,train,images,government_urban
DC_43_31_RGB.h5,data\GAMUS\images\train\DC_43_31_RGB.h5,GAMUS,DC,43_31,train,images,government_urban
DC_43_33_RGB.h5,data\GAMUS\images\train\DC_43_33_RGB.h5,GAMUS,DC,43_33,train,images,government_urban
DC_43_34_RGB.h5,data\GAMUS\images\train\DC_43_34_RGB.h5,GAMUS,DC,43_34,train,images,government_urban
DC_43_35_RGB.h5,data\GAMUS\images\train\DC_43_35_RGB.h5,GAMUS,DC,43_35,train,images,government_urban
DC_43_36_RGB.h5,data\GAMUS\images\train\DC_43_36_RGB.h5,GAMUS,DC,43_36,train,images,government_urban
DC_43_38_RGB.h5,data\GAMUS\images\train\DC_43_38_RGB.h5,GAMUS,DC,43_38,train,images,government_urban
DC_43_39_RGB.h5,data\GAMUS\images\train\DC_43_39_RGB.h5,GAMUS,DC,43_39,train,images,government_urban
DC_43_40_RGB.h5,data\GAMUS\images\train\DC_43_40_RGB.h5,GAMUS,DC,43_40,train,images,government_urban
DC_43_41_RGB.h5,data\GAMUS\images\train\DC_43_41_RGB.h5,GAMUS,DC,43_41,train,images,government_urban
DC_43_42_RGB.h5,data\GAMUS\images\train\DC_43_42_RGB.h5,GAMUS,DC,43_42,train,images,government_urban
DC_43_43_RGB.h5,data\GAMUS\images\train\DC_43_43_RGB.h5,GAMUS,DC,43_43,train,images,government_urban
DC_43_46_RGB.h5,data\GAMUS\images\train\DC_43_46_RGB.h5,GAMUS,DC,43_46,train,images,government_urban
DC_43_48_RGB.h5,data\GAMUS\images\train\DC_43_48_RGB.h5,GAMUS,DC,43_48,train,images,government_urban
DC_43_53_RGB.h5,data\GAMUS\images\train\DC_43_53_RGB.h5,GAMUS,DC,43_53,train,images,government_urban
DC_43_54_RGB.h5,data\GAMUS\images\train\DC_43_54_RGB.h5,GAMUS,DC,43_54,train,images,government_urban
DC_43_55_RGB.h5,data\GAMUS\images\train\DC_43_55_RGB.h5,GAMUS,DC,43_55,train,images,government_urban
DC_43_56_RGB.h5,data\GAMUS\images\train\DC_43_56_RGB.h5,GAMUS,DC,43_56,train,images,government_urban
DC_43_57_RGB.h5,data\GAMUS\images\train\DC_43_57_RGB.h5,GAMUS,DC,43_57,train,images,government_urban
DC_43_58_RGB.h5,data\GAMUS\images\train\DC_43_58_RGB.h5,GAMUS,DC,43_58,train,images,government_urban
DC_43_60_RGB.h5,data\GAMUS\images\train\DC_43_60_RGB.h5,GAMUS,DC,43_60,train,images,government_urban
DC_43_61_RGB.h5,data\GAMUS\images\train\DC_43_61_RGB.h5,GAMUS,DC,43_61,train,images,government_urban
DC_43_63_RGB.h5,data\GAMUS\images\train\DC_43_63_RGB.h5,GAMUS,DC,43_63,train,images,government_urban
DC_43_64_RGB.h5,data\GAMUS\images\train\DC_43_64_RGB.h5,GAMUS,DC,43_64,train,images,government_urban
DC_44_18_RGB.h5,data\GAMUS\images\train\DC_44_18_RGB.h5,GAMUS,DC,44_18,train,images,government_urban
DC_44_19_RGB.h5,data\GAMUS\images\train\DC_44_19_RGB.h5,GAMUS,DC,44_19,train,images,government_urban
DC_44_20_RGB.h5,data\GAMUS\images\train\DC_44_20_RGB.h5,GAMUS,DC,44_20,train,images,government_urban
DC_44_23_RGB.h5,data\GAMUS\images\train\DC_44_23_RGB.h5,GAMUS,DC,44_23,train,images,government_urban
DC_44_26_RGB.h5,data\GAMUS\images\train\DC_44_26_RGB.h5,GAMUS,DC,44_26,train,images,government_urban
DC_44_27_RGB.h5,data\GAMUS\images\train\DC_44_27_RGB.h5,GAMUS,DC,44_27,train,images,government_urban
DC_44_29_RGB.h5,data\GAMUS\images\train\DC_44_29_RGB.h5,GAMUS,DC,44_29,train,images,government_urban
DC_44_30_RGB.h5,data\GAMUS\images\train\DC_44_30_RGB.h5,GAMUS,DC,44_30,train,images,government_urban
DC_44_32_RGB.h5,data\GAMUS\images\train\DC_44_32_RGB.h5,GAMUS,DC,44_32,train,images,government_urban
DC_44_34_RGB.h5,data\GAMUS\images\train\DC_44_34_RGB.h5,GAMUS,DC,44_34,train,images,government_urban
DC_44_35_RGB.h5,data\GAMUS\images\train\DC_44_35_RGB.h5,GAMUS,DC,44_35,train,images,government_urban
DC_44_39_RGB.h5,data\GAMUS\images\train\DC_44_39_RGB.h5,GAMUS,DC,44_39,train,images,government_urban
DC_44_41_RGB.h5,data\GAMUS\images\train\DC_44_41_RGB.h5,GAMUS,DC,44_41,train,images,government_urban
DC_44_44_RGB.h5,data\GAMUS\images\train\DC_44_44_RGB.h5,GAMUS,DC,44_44,train,images,government_urban
DC_44_45_RGB.h5,data\GAMUS\images\train\DC_44_45_RGB.h5,GAMUS,DC,44_45,train,images,government_urban
DC_44_47_RGB.h5,data\GAMUS\images\train\DC_44_47_RGB.h5,GAMUS,DC,44_47,train,images,government_urban
DC_44_49_RGB.h5,data\GAMUS\images\train\DC_44_49_RGB.h5,GAMUS,DC,44_49,train,images,government_urban
DC_44_52_RGB.h5,data\GAMUS\images\train\DC_44_52_RGB.h5,GAMUS,DC,44_52,train,images,government_urban
DC_44_53_RGB.h5,data\GAMUS\images\train\DC_44_53_RGB.h5,GAMUS,DC,44_53,train,images,government_urban
DC_44_54_RGB.h5,data\GAMUS\images\train\DC_44_54_RGB.h5,GAMUS,DC,44_54,train,images,government_urban
DC_44_56_RGB.h5,data\GAMUS\images\train\DC_44_56_RGB.h5,GAMUS,DC,44_56,train,images,government_urban
DC_44_57_RGB.h5,data\GAMUS\images\train\DC_44_57_RGB.h5,GAMUS,DC,44_57,train,images,government_urban
DC_44_58_RGB.h5,data\GAMUS\images\train\DC_44_58_RGB.h5,GAMUS,DC,44_58,train,images,government_urban
DC_44_59_RGB.h5,data\GAMUS\images\train\DC_44_59_RGB.h5,GAMUS,DC,44_59,train,images,government_urban
DC_44_64_RGB.h5,data\GAMUS\images\train\DC_44_64_RGB.h5,GAMUS,DC,44_64,train,images,government_urban
DC_44_66_RGB.h5,data\GAMUS\images\train\DC_44_66_RGB.h5,GAMUS,DC,44_66,train,images,government_urban
DC_44_67_RGB.h5,data\GAMUS\images\train\DC_44_67_RGB.h5,GAMUS,DC,44_67,train,images,government_urban
DC_45_19_RGB.h5,data\GAMUS\images\train\DC_45_19_RGB.h5,GAMUS,DC,45_19,train,images,government_urban
DC_45_21_RGB.h5,data\GAMUS\images\train\DC_45_21_RGB.h5,GAMUS,DC,45_21,train,images,government_urban
DC_45_22_RGB.h5,data\GAMUS\images\train\DC_45_22_RGB.h5,GAMUS,DC,45_22,train,images,government_urban
DC_45_23_RGB.h5,data\GAMUS\images\train\DC_45_23_RGB.h5,GAMUS,DC,45_23,train,images,government_urban
DC_45_24_RGB.h5,data\GAMUS\images\train\DC_45_24_RGB.h5,GAMUS,DC,45_24,train,images,government_urban
DC_45_25_RGB.h5,data\GAMUS\images\train\DC_45_25_RGB.h5,GAMUS,DC,45_25,train,images,government_urban
DC_45_26_RGB.h5,data\GAMUS\images\train\DC_45_26_RGB.h5,GAMUS,DC,45_26,train,images,government_urban
DC_45_27_RGB.h5,data\GAMUS\images\train\DC_45_27_RGB.h5,GAMUS,DC,45_27,train,images,government_urban
DC_45_30_RGB.h5,data\GAMUS\images\train\DC_45_30_RGB.h5,GAMUS,DC,45_30,train,images,government_urban
DC_45_32_RGB.h5,data\GAMUS\images\train\DC_45_32_RGB.h5,GAMUS,DC,45_32,train,images,government_urban
DC_45_33_RGB.h5,data\GAMUS\images\train\DC_45_33_RGB.h5,GAMUS,DC,45_33,train,images,government_urban
DC_45_34_RGB.h5,data\GAMUS\images\train\DC_45_34_RGB.h5,GAMUS,DC,45_34,train,images,government_urban
DC_45_35_RGB.h5,data\GAMUS\images\train\DC_45_35_RGB.h5,GAMUS,DC,45_35,train,images,government_urban
DC_45_38_RGB.h5,data\GAMUS\images\train\DC_45_38_RGB.h5,GAMUS,DC,45_38,train,images,government_urban
DC_45_39_RGB.h5,data\GAMUS\images\train\DC_45_39_RGB.h5,GAMUS,DC,45_39,train,images,government_urban
DC_45_40_RGB.h5,data\GAMUS\images\train\DC_45_40_RGB.h5,GAMUS,DC,45_40,train,images,government_urban
DC_45_42_RGB.h5,data\GAMUS\images\train\DC_45_42_RGB.h5,GAMUS,DC,45_42,train,images,government_urban
DC_45_45_RGB.h5,data\GAMUS\images\train\DC_45_45_RGB.h5,GAMUS,DC,45_45,train,images,government_urban
DC_45_48_RGB.h5,data\GAMUS\images\train\DC_45_48_RGB.h5,GAMUS,DC,45_48,train,images,government_urban
DC_45_49_RGB.h5,data\GAMUS\images\train\DC_45_49_RGB.h5,GAMUS,DC,45_49,train,images,government_urban
DC_45_50_RGB.h5,data\GAMUS\images\train\DC_45_50_RGB.h5,GAMUS,DC,45_50,train,images,government_urban
DC_45_51_RGB.h5,data\GAMUS\images\train\DC_45_51_RGB.h5,GAMUS,DC,45_51,train,images,government_urban
